Маршрут,Роль,Тема,Ширина,Состояние,Действие,Ожидалось,Факт,Метод,Свидетельство,Дефект,Повтор
/v2/events/56e27540-fa59-4b1e-868d-94a178fd0f54,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/podcasts,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/cart,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/join,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/forgot,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/lk,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/lk?section=community,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/lk?section=achievements,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/lk/profile,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/privacy,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/confidential,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/requisites,verified member,dark,1280,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/dpo,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/dpo/copyright-info-society,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/merch,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/merch/graduate-robe,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/news,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/news/novyy-nabor-dpo-osenyu,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/events,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/events/56e27540-fa59-4b1e-868d-94a178fd0f54,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/podcasts,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/cart,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/join,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/forgot,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/lk,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/lk?section=community,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/lk?section=achievements,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/lk/profile,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/privacy,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/confidential,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/v2/requisites,verified member,dark,1440,Загруженная страница,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,320,Обзор,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=320,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,360,Обзор,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=360,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,390,Обзор,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=390,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,768,Обзор,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=768,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1024,Обзор,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1024,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1280,Обзор,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1440,Обзор,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,320,Заявки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=320,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,360,Заявки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=360,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,390,Заявки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=390,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,768,Заявки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=768,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1024,Заявки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1024,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1280,Заявки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1440,Заявки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,320,Выпускники,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=320,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,360,Выпускники,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=360,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,390,Выпускники,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=390,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,768,Выпускники,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=768,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1024,Выпускники,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1024,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1280,Выпускники,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1440,Выпускники,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,320,Подписки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=320,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,360,Подписки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=360,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,390,Подписки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=390,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,768,Подписки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=768,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1024,Подписки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1024,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1280,Подписки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1440,Подписки,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,320,Контент,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=320,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,360,Контент,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=360,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,390,Контент,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=390,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,768,Контент,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=768,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1024,Контент,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1024,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1280,Контент,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1440,Контент,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,320,Журнал,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=320,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,360,Журнал,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=360,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,390,Журнал,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=390,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,768,Журнал,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=768,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1024,Журнал,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1024,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1280,Журнал,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1280,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
/admin,admin,light,1440,Журнал,Открыть/снять полную страницу,scrollWidth <= viewport+1,scrollWidth=1440,Живой локальный браузер + измерение,matrix/results.json; соответствующий PNG,Нет в окончательном проходе,Проверено
